TimeGenerated,AADTenantId,UserPrincipalName,UserId,UserDisplayName,UserType,SignInIdentifierType,AppDisplayName,AppId,ResourceDisplayName,IPAddress,Location,LocationDetails,IsInteractive,ClientAppUsed,UserAgent,DeviceDetail,AuthenticationMethodsUsed,AuthenticationProtocol,ConditionalAccessStatus,AppliedConditionalAccessPolicies,RiskLevelAggregated,RiskState,RiskEventTypes_V2,ResultType,ResultDescription,Status,CorrelationId,SessionId,SessionLifetimePolicies
2026-02-05T01:31:48.134817Z,11111111-2222-3333-4444-555555555555,disha.mukherjee@contoso.com,db4fe0e3-aa4a-50fa-9e76-f2dbe937a566,Disha Mukherjee,member,userPrincipalName,Microsoft Graph,00000003-0000-0000-c000-000000000000,Microsoft Graph,13.229.0.174,SG,"{""countryOrRegion"":""SG"",""city"":""Singapore"",""state"":""SG"",""geoCoordinates"":{""latitude"":1.3521,""longitude"":103.8198}}",true,Mobile Apps and Desktop clients,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{""deviceId"":""ebf1c842-8285-4b1f-9667-2bd3118f7f32"",""operatingSystem"":""Linux"",""browser"":""Edge"",""isManaged"":true,""isCompliant"":false}",Password,none,failure,"[{""name"":""Sign-in risk policy"",""result"":""failure""},{""name"":""Block legacy auth"",""result"":""success""}]",hidden,confirmedSafe,unlikelyTravel,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",bd7adc3e-f1a9-4fb5-a5ab-7c67c536f207,040d689e-b8b3-4bfb-ad8a-e9eb31804432,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-06T17:37:48.134817Z,11111111-2222-3333-4444-555555555555,svc-backup@contoso.com,46b994c4-c83e-5bd1-928b-fd9efba3100c,svc-backup,member,userPrincipalName,Microsoft Graph,00000003-0000-0000-c000-000000000000,Microsoft Graph,13.229.0.213,SG,"{""countryOrRegion"":""SG"",""city"":""Singapore"",""state"":""SG"",""geoCoordinates"":{""latitude"":1.3521,""longitude"":103.8198}}",false,IMAP,python-requests/2.31.0,"{""deviceId"":""c32feac0-2102-43e9-a139-3137a175b4a5"",""operatingSystem"":""Linux"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":false}",PHS;Password,none,failure,[],low,confirmedCompromised,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",b9c814b2-52fd-4e2c-854f-8ec0cdb1fe94,a6202ec4-26b3-411d-b33d-e1955356a775,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-02T17:31:48.134817Z,11111111-2222-3333-4444-555555555555,evan.guest@fabrikam.com,a16014ba-de70-541e-9f4c-349b24ff9369,Evan Guest,guest,userPrincipalName,Microsoft Graph,00000003-0000-0000-c000-000000000000,Microsoft Graph,103.21.244.117,IN,"{""countryOrRegion"":""IN"",""city"":""Bengaluru"",""state"":""KA"",""geoCoordinates"":{""latitude"":12.9716,""longitude"":77.5946}}",true,MAPI,python-requests/2.31.0,"{""deviceId"":""65747ccc-9905-4d05-936f-fb4b653c7367"",""operatingSystem"":""Android 14"",""browser"":""MobileSafari"",""isManaged"":false,""isCompliant"":false}",Password;App Verification code,deviceCode,failure,"[{""name"":""Require MFA for Admins"",""result"":""failure""}]",high,none,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",32ab3d74-9ced-4911-8e34-483ee4ec5414,f0274c67-b92d-4ec7-9ba5-0d5e2f618df5,
2026-02-06T00:14:48.134817Z,11111111-2222-3333-4444-555555555555,hr.manager@contoso.com,af07f27e-b4d8-56cf-9578-7a166cd954f3,HR Manager,member,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,52.170.12.12,US,"{""countryOrRegion"":""US"",""city"":""Seattle"",""state"":""WA"",""geoCoordinates"":{""latitude"":47.6062,""longitude"":-122.3321}}",true,MAPI,Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,"{""deviceId"":""01a1db30-2443-4539-9b3b-efe08c55cd54"",""operatingSystem"":""Android 14"",""browser"":""Edge"",""isManaged"":false,""isCompliant"":false}",Password,oAuth2,failure,[],high,atRisk,unfamiliarFeatures,50079,User needs to use multi-factor authentication,"{""errorCode"":50079,""failureReason"":""User needs to use multi-factor authentication"",""additionalDetails"":null}",f0c129bf-67f5-4193-b944-332659e9a1d0,6e17c387-ac10-46f0-8c5b-d45ea1ed8c69,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-07T05:09:48.134817Z,11111111-2222-3333-4444-555555555555,evan.guest@fabrikam.com,a16014ba-de70-541e-9f4c-349b24ff9369,Evan Guest,guest,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,95.213.0.56,RU,"{""countryOrRegion"":""RU"",""city"":""Moscow"",""state"":""MOW"",""geoCoordinates"":{""latitude"":55.7558,""longitude"":37.6173}}",false,Other clients,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,"{""deviceId"":""c1a138ba-b271-4e80-b2fb-2e7c059f5c59"",""operatingSystem"":""macOS 14"",""browser"":""Edge"",""isManaged"":true,""isCompliant"":false}",Password,wsFederation,failure,[],none,remediated,suspiciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",c6d14b11-f36a-443b-813a-3aa7d8aed9a7,9d656c55-a8b7-4e1f-aa62-b22de5f6e086,
2026-02-09T08:46:48.134817Z,11111111-2222-3333-4444-555555555555,alice.singh@contoso.com,6bc3533f-9c0b-5b9e-93ad-8ea04aa24579,Alice Singh,member,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,95.213.0.63,RU,"{""countryOrRegion"":""RU"",""city"":""Moscow"",""state"":""MOW"",""geoCoordinates"":{""latitude"":55.7558,""longitude"":37.6173}}",true,IMAP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,"{""deviceId"":""d9e72e55-2dd2-4b1a-9846-495856116d3b"",""operatingSystem"":""macOS 14"",""browser"":""Edge"",""isManaged"":true,""isCompliant"":false}",Password;SMS,ropc,success,"[{""name"":""Block legacy auth"",""result"":""success""},{""name"":""Require MFA for Admins"",""result"":""success""}]",hidden,none,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",6cd2b811-1be6-4bfc-8178-879dd04c9fa1,046afd8c-1fa7-4a28-9c2c-bc173cc63276,
2026-02-02T17:46:48.134817Z,11111111-2222-3333-4444-555555555555,finance.admin@contoso.com,5047fbe0-87a1-518e-9cdf-62d2c069d932,Finance Admin,member,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,18.184.0.151,DE,"{""countryOrRegion"":""DE"",""city"":""Frankfurt"",""state"":""HE"",""geoCoordinates"":{""latitude"":50.1109,""longitude"":8.6821}}",true,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,"{""deviceId"":""7c47ec7a-a17a-422c-b1f0-20f78532cf45"",""operatingSystem"":""Android 14"",""browser"":""MobileSafari"",""isManaged"":true,""isCompliant"":false}",Password,wsFederation,failure,"[{""name"":""Require MFA for All Users"",""result"":""failure""}]",medium,none,leakedCredentials,50076,Strong authentication is required,"{""errorCode"":50076,""failureReason"":""Strong authentication is required"",""additionalDetails"":null}",eb4aac6c-5181-4dfb-92ec-dedad1ff9178,a3a7e711-672a-40ce-8d74-3039b31d6e98,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-08T12:06:48.134817Z,11111111-2222-3333-4444-555555555555,evan.guest@fabrikam.com,a16014ba-de70-541e-9f4c-349b24ff9369,Evan Guest,guest,userPrincipalName,SharePoint Online,00000003-0000-0ff1-ce00-000000000000,SharePoint Online,103.21.244.16,IN,"{""countryOrRegion"":""IN"",""city"":""Kolkata"",""state"":""WB"",""geoCoordinates"":{""latitude"":22.5726,""longitude"":88.3639}}",false,SMTP,Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,"{""deviceId"":""e36efa67-ce41-4d65-a58c-3b2445fe8166"",""operatingSystem"":""Android 14"",""browser"":""Edge"",""isManaged"":true,""isCompliant"":true}",Password,none,failure,"[{""name"":""Require MFA for All Users"",""result"":""failure""},{""name"":""Require compliant device"",""result"":""failure""}]",none,confirmedSafe,unlikelyTravel,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",1325300c-dab4-48ae-9172-bf022f038019,c46c03af-4f80-483e-bf23-57cad9207478,
2026-02-05T22:14:48.134817Z,11111111-2222-3333-4444-555555555555,it.support@contoso.com,2780718e-2d6d-57ff-9feb-54d8abb82e62,IT Support,member,userPrincipalName,Microsoft Graph,00000003-0000-0000-c000-000000000000,Microsoft Graph,177.54.0.26,BR,"{""countryOrRegion"":""BR"",""city"":""Sao Paulo"",""state"":""SP"",""geoCoordinates"":{""latitude"":-23.5505,""longitude"":-46.6333}}",true,IMAP,Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,"{""deviceId"":""287a1bca-b181-4b0c-9235-c430a438a0b9"",""operatingSystem"":""Windows 10"",""browser"":""Firefox"",""isManaged"":false,""isCompliant"":false}",Password;SMS,deviceCode,failure,"[{""name"":""Require compliant device"",""result"":""failure""},{""name"":""Block legacy auth"",""result"":""success""}]",high,confirmedCompromised,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",134a5910-b4e9-4981-9bef-66b8987e47c3,a0a651c4-b668-4375-b9c8-50fea82ea531,
2026-02-03T14:37:48.134817Z,11111111-2222-3333-4444-555555555555,bob.roy@contoso.com,2725fc05-03e6-5416-ad76-7549fd098072,Bob Roy,member,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,177.54.0.25,BR,"{""countryOrRegion"":""BR"",""city"":""Sao Paulo"",""state"":""SP"",""geoCoordinates"":{""latitude"":-23.5505,""longitude"":-46.6333}}",true,Exchange ActiveSync,python-requests/2.31.0,"{""deviceId"":""23431727-b13d-4aec-9ad6-998d185f1fd5"",""operatingSystem"":""Linux"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":true}",PTA;Password,oAuth2,notApplied,"[{""name"":""Require MFA for All Users"",""result"":""notApplied""},{""name"":""Require compliant device"",""result"":""failure""}]",high,confirmedSafe,anonymizedIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",aef1468c-ecc6-4459-a9c9-e94ae051168f,9e6e7959-f5ae-47bf-81d3-d7fd2eb0d78a,
2026-02-09T03:31:48.134817Z,11111111-2222-3333-4444-555555555555,svc-backup@contoso.com,46b994c4-c83e-5bd1-928b-fd9efba3100c,svc-backup,member,userPrincipalName,Office 365 Exchange Online,00000002-0000-0ff1-ce00-000000000000,Exchange Online,52.170.12.169,US,"{""countryOrRegion"":""US"",""city"":""Seattle"",""state"":""WA"",""geoCoordinates"":{""latitude"":47.6062,""longitude"":-122.3321}}",false,SMTP,python-requests/2.31.0,"{""deviceId"":""bb97adb8-2e74-4a5d-a1f4-d86287d0b857"",""operatingSystem"":""Android 14"",""browser"":""MobileSafari"",""isManaged"":false,""isCompliant"":false}",Password;App Verification code,none,failure,[],high,dismissed,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",42bc4a9c-4e25-4a25-be2b-9c2515c0d719,81ff4bbf-b924-4a54-8245-e8d9c473df25,
2026-02-05T14:44:48.134817Z,11111111-2222-3333-4444-555555555555,alice.singh@contoso.com,6bc3533f-9c0b-5b9e-93ad-8ea04aa24579,Alice Singh,member,userPrincipalName,Office 365 Exchange Online,00000002-0000-0ff1-ce00-000000000000,Exchange Online,13.229.0.180,SG,"{""countryOrRegion"":""SG"",""city"":""Singapore"",""state"":""SG"",""geoCoordinates"":{""latitude"":1.3521,""longitude"":103.8198}}",true,POP,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile/15E148 Safari/604.1,"{""deviceId"":""59e5f6e2-d14e-47f7-97aa-14dccbf5f1db"",""operatingSystem"":""Windows 11"",""browser"":""Chrome"",""isManaged"":true,""isCompliant"":false}",Password;SMS,oAuth2,notApplied,"[{""name"":""Sign-in risk policy"",""result"":""success""}]",high,none,leakedCredentials,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",cf6f7e14-84f6-476a-98ff-3434b724929a,6502a7d8-920e-4ecf-b57e-6e6af8919f52,
2026-02-06T10:48:48.134817Z,11111111-2222-3333-4444-555555555555,chandan.das@contoso.com,ce353cc5-319f-5f9d-a29e-c82b18da36ba,Chandan Das,member,userPrincipalName,Azure Portal,797f4846-ba00-4fd7-ba43-dac1f8f63013,Azure Resource Manager,13.229.0.185,SG,"{""countryOrRegion"":""SG"",""city"":""Singapore"",""state"":""SG"",""geoCoordinates"":{""latitude"":1.3521,""longitude"":103.8198}}",true,Mobile Apps and Desktop clients,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,"{""deviceId"":""64174eea-95d8-4913-a1c7-6a456eed0fc2"",""operatingSystem"":""iOS 17"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":false}",Password;SMS,saml20,success,"[{""name"":""Sign-in risk policy"",""result"":""success""},{""name"":""Require compliant device"",""result"":""failure""},{""name"":""Require MFA for Admins"",""result"":""success""}]",none,confirmedSafe,leakedCredentials,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",3cec9445-4ddd-447b-80ee-725d8b24a390,00d775c8-af04-4a3c-89c1-66f97c8164e2,
2026-02-07T11:06:48.134817Z,11111111-2222-3333-4444-555555555555,bob.roy@contoso.com,2725fc05-03e6-5416-ad76-7549fd098072,Bob Roy,member,userPrincipalName,Azure Portal,797f4846-ba00-4fd7-ba43-dac1f8f63013,Azure Resource Manager,5.30.0.135,AE,"{""countryOrRegion"":""AE"",""city"":""Dubai"",""state"":""DU"",""geoCoordinates"":{""latitude"":25.2048,""longitude"":55.2708}}",true,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,"{""deviceId"":""f5032c04-16b8-4f86-938d-ffc6c64675de"",""operatingSystem"":""macOS 14"",""browser"":""Firefox"",""isManaged"":true,""isCompliant"":true}",PTA;Password,deviceCode,success,"[{""name"":""Sign-in risk policy"",""result"":""success""},{""name"":""Block legacy auth"",""result"":""success""},{""name"":""Require MFA for Admins"",""result"":""success""}]",low,confirmedSafe,none,50053,Account is locked,"{""errorCode"":50053,""failureReason"":""Account is locked"",""additionalDetails"":null}",e94d16b1-c567-4d01-8c23-1e5c69718964,a07e7865-8ce0-4b39-a266-fd2d5360f018,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-08T06:19:48.134817Z,11111111-2222-3333-4444-555555555555,svc-backup@contoso.com,46b994c4-c83e-5bd1-928b-fd9efba3100c,svc-backup,member,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,95.213.0.19,RU,"{""countryOrRegion"":""RU"",""city"":""Moscow"",""state"":""MOW"",""geoCoordinates"":{""latitude"":55.7558,""longitude"":37.6173}}",false,Other clients,python-requests/2.31.0,"{""deviceId"":""6a40ad5a-c809-4839-bfd0-891205916867"",""operatingSystem"":""Windows 10"",""browser"":""Safari"",""isManaged"":true,""isCompliant"":false}",FIDO2,none,notApplied,"[{""name"":""Require MFA for All Users"",""result"":""notApplied""}]",high,confirmedSafe,maliciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",e9ac24b5-bb82-42b7-951b-83a4a89fa9b7,8c0f06b2-bd80-43da-a3fb-beda24dc872e,
2026-02-06T16:31:48.134817Z,11111111-2222-3333-4444-555555555555,bob.roy@contoso.com,2725fc05-03e6-5416-ad76-7549fd098072,Bob Roy,member,userPrincipalName,SharePoint Online,00000003-0000-0ff1-ce00-000000000000,SharePoint Online,103.21.244.63,IN,"{""countryOrRegion"":""IN"",""city"":""Bengaluru"",""state"":""KA"",""geoCoordinates"":{""latitude"":12.9716,""longitude"":77.5946}}",false,SMTP,python-requests/2.31.0,"{""deviceId"":""7fdb8108-ee70-4539-ab0c-b925e713d45b"",""operatingSystem"":""Windows 10"",""browser"":""MobileSafari"",""isManaged"":false,""isCompliant"":true}",FIDO2,oAuth2,notApplied,"[{""name"":""Require compliant device"",""result"":""failure""}]",medium,atRisk,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",67bc1e8a-19b6-47b0-b5df-663bee4d72de,68d3390c-428c-43de-be8a-9b3b891ba204,
2026-02-04T06:02:48.134817Z,11111111-2222-3333-4444-555555555555,disha.mukherjee@contoso.com,db4fe0e3-aa4a-50fa-9e76-f2dbe937a566,Disha Mukherjee,member,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,52.170.12.66,US,"{""countryOrRegion"":""US"",""city"":""Seattle"",""state"":""WA"",""geoCoordinates"":{""latitude"":47.6062,""longitude"":-122.3321}}",true,Exchange ActiveSync,python-requests/2.31.0,"{""deviceId"":""9371a271-6dd6-42ce-8caa-19e88c7f17c5"",""operatingSystem"":""Android 14"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":false}",Password;App Verification code,saml20,success,"[{""name"":""Require compliant device"",""result"":""success""},{""name"":""Block legacy auth"",""result"":""success""}]",high,dismissed,maliciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",e746da47-c120-43c9-b7bb-10d52811926d,1bfecb1a-72c8-454c-9d82-206583601703,
2026-02-06T00:24:48.134817Z,11111111-2222-3333-4444-555555555555,evan.guest@fabrikam.com,a16014ba-de70-541e-9f4c-349b24ff9369,Evan Guest,guest,userPrincipalName,Microsoft Graph,00000003-0000-0000-c000-000000000000,Microsoft Graph,103.21.244.91,IN,"{""countryOrRegion"":""IN"",""city"":""Kolkata"",""state"":""WB"",""geoCoordinates"":{""latitude"":22.5726,""longitude"":88.3639}}",true,MAPI,Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,"{""deviceId"":""70bc07d4-0d71-44d5-bef1-a32d321a6ad1"",""operatingSystem"":""Android 14"",""browser"":""MobileSafari"",""isManaged"":false,""isCompliant"":true}",Password,deviceCode,failure,"[{""name"":""Require MFA for All Users"",""result"":""failure""},{""name"":""Block legacy auth"",""result"":""success""},{""name"":""Sign-in risk policy"",""result"":""success""}]",medium,atRisk,suspiciousIPAddress,50055,Password is expired,"{""errorCode"":50055,""failureReason"":""Password is expired"",""additionalDetails"":null}",c5749d7e-1f4c-4a8f-abd1-4204c165f6cb,93bf4716-a25a-4aef-bd83-ce888e96fbce,
2026-02-03T06:36:48.134817Z,11111111-2222-3333-4444-555555555555,it.support@contoso.com,2780718e-2d6d-57ff-9feb-54d8abb82e62,IT Support,member,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,95.213.0.252,RU,"{""countryOrRegion"":""RU"",""city"":""Moscow"",""state"":""MOW"",""geoCoordinates"":{""latitude"":55.7558,""longitude"":37.6173}}",true,Exchange ActiveSync,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,"{""deviceId"":""a631558c-e718-4dfa-9ba6-9c39a1109209"",""operatingSystem"":""macOS 14"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":false}",PHS;Password,saml20,failure,[],medium,confirmedSafe,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",7e40099b-2ce3-4832-96f4-b9a31e2ffdc5,9870dd7d-5a02-4a8f-959d-aa057acb4239,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-06T09:05:48.134817Z,11111111-2222-3333-4444-555555555555,bob.roy@contoso.com,2725fc05-03e6-5416-ad76-7549fd098072,Bob Roy,member,userPrincipalName,Azure Portal,797f4846-ba00-4fd7-ba43-dac1f8f63013,Azure Resource Manager,103.21.244.143,IN,"{""countryOrRegion"":""IN"",""city"":""Bengaluru"",""state"":""KA"",""geoCoordinates"":{""latitude"":12.9716,""longitude"":77.5946}}",false,MAPI,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile/15E148 Safari/604.1,"{""deviceId"":""bf162858-7c7b-48dc-bd20-1431063e15d8"",""operatingSystem"":""Windows 10"",""browser"":""MobileSafari"",""isManaged"":false,""isCompliant"":true}",Password;App Verification code,none,notApplied,"[{""name"":""Require compliant device"",""result"":""failure""},{""name"":""Sign-in risk policy"",""result"":""success""}]",none,none,none,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",4965560f-f0f3-4826-a30a-cfc3d0460a33,72eba108-7ec1-4c57-af46-66c92fd286f7,
2026-02-03T12:51:48.134817Z,11111111-2222-3333-4444-555555555555,evan.guest@fabrikam.com,a16014ba-de70-541e-9f4c-349b24ff9369,Evan Guest,guest,userPrincipalName,Microsoft Graph,00000003-0000-0000-c000-000000000000,Microsoft Graph,177.54.0.165,BR,"{""countryOrRegion"":""BR"",""city"":""Sao Paulo"",""state"":""SP"",""geoCoordinates"":{""latitude"":-23.5505,""longitude"":-46.6333}}",true,Exchange ActiveSync,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{""deviceId"":""e10191a8-27f5-4273-be5a-d4878cfc3b38"",""operatingSystem"":""Linux"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":false}",Password;App Verification code,none,notApplied,[],none,confirmedCompromised,suspiciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",87d5fcb5-abb6-4f65-9dde-12f3345be007,877755b8-fd15-4550-b71c-9a28a92c1863,
2026-02-04T14:56:48.134817Z,11111111-2222-3333-4444-555555555555,disha.mukherjee@contoso.com,db4fe0e3-aa4a-50fa-9e76-f2dbe937a566,Disha Mukherjee,member,userPrincipalName,Azure Portal,797f4846-ba00-4fd7-ba43-dac1f8f63013,Azure Resource Manager,5.30.0.50,AE,"{""countryOrRegion"":""AE"",""city"":""Dubai"",""state"":""DU"",""geoCoordinates"":{""latitude"":25.2048,""longitude"":55.2708}}",true,Exchange ActiveSync,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,"{""deviceId"":""c66ed4c9-2cce-4179-9f42-2653d71784db"",""operatingSystem"":""Android 14"",""browser"":""Chrome"",""isManaged"":false,""isCompliant"":false}",Password;Authenticator App,oAuth2,success,"[{""name"":""Require MFA for All Users"",""result"":""success""}]",hidden,confirmedCompromised,suspiciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",8a54a192-76d8-4d83-9270-4dbdcab2926d,52f96418-413d-4f19-b08c-a346861e4026,
2026-02-04T10:55:48.134817Z,11111111-2222-3333-4444-555555555555,it.support@contoso.com,2780718e-2d6d-57ff-9feb-54d8abb82e62,IT Support,member,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,177.54.0.94,BR,"{""countryOrRegion"":""BR"",""city"":""Sao Paulo"",""state"":""SP"",""geoCoordinates"":{""latitude"":-23.5505,""longitude"":-46.6333}}",true,Other clients,python-requests/2.31.0,"{""deviceId"":""6b052e01-ad05-4fb2-9721-7fc1b4c29929"",""operatingSystem"":""Windows 11"",""browser"":""Firefox"",""isManaged"":false,""isCompliant"":false}",Password;App Verification code,wsFederation,failure,"[{""name"":""Sign-in risk policy"",""result"":""failure""},{""name"":""Require compliant device"",""result"":""failure""},{""name"":""Block legacy auth"",""result"":""success""}]",medium,remediated,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",15fd02ca-2fb0-4887-9ccd-d16154f652a2,17cbc9b0-a5b9-4725-9aea-37bbbbfc6685,
2026-02-04T09:58:48.134817Z,11111111-2222-3333-4444-555555555555,disha.mukherjee@contoso.com,db4fe0e3-aa4a-50fa-9e76-f2dbe937a566,Disha Mukherjee,member,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,52.170.12.224,US,"{""countryOrRegion"":""US"",""city"":""Seattle"",""state"":""WA"",""geoCoordinates"":{""latitude"":47.6062,""longitude"":-122.3321}}",true,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{""deviceId"":""e22ddfa9-2a4e-418a-bd46-adbeec176cea"",""operatingSystem"":""macOS 14"",""browser"":""Chrome"",""isManaged"":true,""isCompliant"":false}",Password;App Verification code,deviceCode,success,"[{""name"":""Require MFA for All Users"",""result"":""success""},{""name"":""Block legacy auth"",""result"":""success""},{""name"":""Sign-in risk policy"",""result"":""success""}]",hidden,none,leakedCredentials,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",1493527f-e556-427a-8300-5cbfca91ff53,12f3dc6b-c978-4fc0-9b66-a2e20aae5478,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-07T16:54:48.134817Z,11111111-2222-3333-4444-555555555555,finance.admin@contoso.com,5047fbe0-87a1-518e-9cdf-62d2c069d932,Finance Admin,member,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,177.54.0.14,BR,"{""countryOrRegion"":""BR"",""city"":""Sao Paulo"",""state"":""SP"",""geoCoordinates"":{""latitude"":-23.5505,""longitude"":-46.6333}}",false,POP,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,"{""deviceId"":""b18fbd7f-1276-4739-9738-bb2e0b5c1dc3"",""operatingSystem"":""Windows 11"",""browser"":""Chrome"",""isManaged"":false,""isCompliant"":false}",Password,deviceCode,failure,"[{""name"":""Sign-in risk policy"",""result"":""failure""}]",medium,atRisk,none,50126,Invalid username or password,"{""errorCode"":50126,""failureReason"":""Invalid username or password"",""additionalDetails"":null}",c1d6251d-02d2-43ac-ab33-02cb31d01606,249613c7-7c96-4b9f-8e8b-405a1f283f51,
